국가,구분,일자,누적확진(명),신규확진(명),인구확진률(%),인구(명),누적사망(명),신규사망(명),사망률(%)
대한민국,일간,2021/05/25,137682,699,0.27,51815810,1940,2,1.41
대한민국,일간,2021/05/24,136983,516,0.26,51815810,1938,4,1.41
대한민국,일간,2021/05/23,136467,538,0.26,51815810,1934,3,1.42
대한민국,일간,2021/05/22,135929,585,0.26,51815810,1931,5,1.42
대한민국,일간,2021/05/21,135344,666,0.26,51815810,1926,4,1.42
대한민국,일간,2021/05/20,134678,561,0.26,51815810,1922,6,1.43
대한민국,일간,2021/05/19,134117,646,0.26,51815810,1916,4,1.43
대한민국,일간,2021/05/18,133471,653,0.26,51815810,1912,8,1.43
대한민국,일간,2021/05/17,132818,528,0.26,51815810,1904,1,1.43
대한민국,일간,2021/05/16,132290,619,0.26,51815810,1903,3,1.44
대한민국,일간,2021/05/15,131671,610,0.25,51815810,1900,4,1.44
대한민국,일간,2021/05/14,131061,681,0.25,51815810,1896,3,1.45
대한민국,일간,2021/05/13,130380,747,0.25,51815810,1893,2,1.45
대한민국,일간,2021/05/12,129633,715,0.25,51815810,1891,7,1.46
대한민국,일간,2021/05/11,128918,635,0.25,51815810,1884,5,1.46
대한민국,일간,2021/05/10,128283,511,0.25,51815810,1879,4,1.46
대한민국,일간,2021/05/09,127772,463,0.25,51815810,1875,1,1.47
대한민국,일간,2021/05/08,127309,564,0.25,51815810,1874,9,1.47
대한민국,일간,2021/05/07,126745,701,0.24,51815810,1865,5,1.47
대한민국,일간,2021/05/06,126044,525,0.24,51815810,1860,9,1.48
대한민국,일간,2021/05/05,125519,574,0.24,51815810,1851,4,1.47
대한민국,일간,2021/05/04,124945,676,0.24,51815810,1847,7,1.48
대한민국,일간,2021/05/03,124269,541,0.24,51815810,1840,6,1.48
대한민국,일간,2021/05/02,123728,488,0.24,51815810,1834,1,1.48
대한민국,일간,2021/05/01,123240,606,0.24,51815810,1833,2,1.49
대한민국,일간,2021/04/30,122634,627,0.24,51815810,1831,3,1.49
대한민국,일간,2021/04/29,122007,656,0.24,51815810,1828,3,1.50
대한민국,일간,2021/04/28,121351,678,0.23,51815810,1825,4,1.50
대한민국,일간,2021/04/27,120673,775,0.23,51815810,1821,1,1.51
대한민국,일간,2021/04/26,119898,511,0.23,51815810,1820,3,1.52
대한민국,일간,2021/04/25,119387,500,0.23,51815810,1817,4,1.52
대한민국,일간,2021/04/24,118887,644,0.23,51815810,1813,1,1.52
대한민국,일간,2021/04/23,118243,785,0.23,51815810,1812,1,1.53
대한민국,일간,2021/04/22,117458,797,0.23,51815810,1811,3,1.54
대한민국,일간,2021/04/21,116661,735,0.23,51815810,1808,2,1.55
대한민국,일간,2021/04/20,115926,731,0.22,51815810,1806,4,1.56
대한민국,일간,2021/04/19,115195,549,0.22,51815810,1802,1,1.56
대한민국,일간,2021/04/18,114646,531,0.22,51815810,1801,4,1.57
대한민국,일간,2021/04/17,114115,671,0.22,51815810,1797,3,1.57
대한민국,일간,2021/04/16,113444,655,0.22,51815810,1794,4,1.58
대한민국,일간,2021/04/15,112789,672,0.22,51815810,1790,2,1.59
대한민국,일간,2021/04/14,112117,698,0.22,51815810,1788,6,1.59
대한민국,일간,2021/04/13,111419,731,0.22,51815810,1782,7,1.60
대한민국,일간,2021/04/12,110688,542,0.21,51815810,1775,5,1.60
대한민국,일간,2021/04/11,110146,587,0.21,51815810,1770,2,1.61
대한민국,일간,2021/04/10,109559,614,0.21,51815810,1768,3,1.61
대한민국,일간,2021/04/09,108945,676,0.21,51815810,1765,1,1.62
대한민국,일간,2021/04/08,108269,671,0.21,51815810,1764,6,1.63
대한민국,일간,2021/04/07,107598,700,0.21,51815810,1758,2,1.63
대한민국,일간,2021/04/06,106898,668,0.21,51815810,1756,4,1.64
대한민국,일간,2021/04/05,106230,478,0.21,51815810,1752,4,1.65
대한민국,일간,2021/04/04,105752,473,0.20,51815810,1748,4,1.65
대한민국,일간,2021/04/03,105279,543,0.20,51815810,1744,4,1.66
대한민국,일간,2021/04/02,104736,542,0.20,51815810,1740,3,1.66
대한민국,일간,2021/04/01,104194,555,0.20,51815810,1737,2,1.67
대한민국,일간,2021/03/31,103639,551,0.20,51815810,1735,4,1.67
대한민국,일간,2021/03/30,103088,506,0.20,51815810,1731,2,1.68
대한민국,일간,2021/03/29,102582,441,0.20,51815810,1729,3,1.69
대한민국,일간,2021/03/28,102141,384,0.20,51815810,1726,4,1.69
대한민국,일간,2021/03/27,101757,482,0.20,51815810,1722,1,1.69
대한민국,일간,2021/03/26,101275,505,0.20,51815810,1721,5,1.70
대한민국,일간,2021/03/25,100770,494,0.19,51815810,1716,7,1.70
대한민국,일간,2021/03/24,100276,430,0.19,51815810,1709,2,1.70
대한민국,일간,2021/03/23,99846,425,0.19,51815810,1707,3,1.71
대한민국,일간,2021/03/22,99421,346,0.19,51815810,1704,7,1.71
대한민국,일간,2021/03/21,99075,410,0.19,51815810,1697,1,1.71
대한민국,일간,2021/03/20,98665,456,0.19,51815810,1696,3,1.72
대한민국,일간,2021/03/19,98209,452,0.19,51815810,1693,3,1.72
대한민국,일간,2021/03/18,97757,463,0.19,51815810,1690,2,1.73
대한민국,일간,2021/03/17,97294,445,0.19,51815810,1688,2,1.73
대한민국,일간,2021/03/16,96849,469,0.19,51815810,1686,8,1.74
대한민국,일간,2021/03/15,96380,363,0.19,51815810,1678,3,1.74
대한민국,일간,2021/03/14,96017,382,0.19,51815810,1675,6,1.74
대한민국,일간,2021/03/13,95635,459,0.18,51815810,1669,2,1.75
대한민국,일간,2021/03/12,95176,490,0.18,51815810,1667,5,1.75
대한민국,일간,2021/03/11,94686,488,0.18,51815810,1662,10,1.76
대한민국,일간,2021/03/10,94198,465,0.18,51815810,1652,4,1.75
대한민국,일간,2021/03/09,93733,470,0.18,51815810,1648,3,1.76
대한민국,일간,2021/03/08,93263,446,0.18,51815810,1645,3,1.76
대한민국,일간,2021/03/07,92817,346,0.18,51815810,1642,8,1.77
대한민국,일간,2021/03/06,92471,416,0.18,51815810,1634,2,1.77
대한민국,일간,2021/03/05,92055,417,0.18,51815810,1632,5,1.77
대한민국,일간,2021/03/04,91638,398,0.18,51815810,1627,8,1.78
대한민국,일간,2021/03/03,91240,424,0.18,51815810,1619,7,1.77
대한민국,일간,2021/03/02,90816,444,0.18,51815810,1612,6,1.78
대한민국,일간,2021/03/01,90372,341,0.17,51815810,1606,1,1.78
대한민국,일간,2021/02/28,90031,355,0.17,51815810,1605,2,1.78
대한민국,일간,2021/02/27,89676,355,0.17,51815810,1603,8,1.79
대한민국,일간,2021/02/26,89321,399,0.17,51815810,1595,10,1.79
대한민국,일간,2021/02/25,88922,406,0.17,51815810,1585,4,1.78
대한민국,일간,2021/02/24,88516,396,0.17,51815810,1581,5,1.79
대한민국,일간,2021/02/23,88120,439,0.17,51815810,1576,3,1.79
대한민국,일간,2021/02/22,87681,357,0.17,51815810,1573,11,1.79
대한민국,일간,2021/02/21,87324,332,0.17,51815810,1562,5,1.79
대한민국,일간,2021/02/20,86992,418,0.17,51815810,1557,4,1.79
대한민국,일간,2021/02/19,86574,446,0.17,51815810,1553,3,1.79
대한민국,일간,2021/02/18,86128,561,0.17,51815810,1550,6,1.80
대한민국,일간,2021/02/17,85567,621,0.17,51815810,1544,6,1.80
대한민국,일간,2021/02/16,84946,621,0.16,51815810,1538,4,1.81
대한민국,일간,2021/02/15,84325,456,0.16,51815810,1534,7,1.82
대한민국,일간,2021/02/14,83869,344,0.16,51815810,1527,5,1.82
대한민국,일간,2021/02/13,83525,326,0.16,51815810,1522,8,1.82
대한민국,일간,2021/02/12,83199,362,0.16,51815810,1514,7,1.82
대한민국,일간,2021/02/11,82837,403,0.16,51815810,1507,11,1.82
대한민국,일간,2021/02/10,82434,504,0.16,51815810,1496,10,1.81
대한민국,일간,2021/02/09,81930,443,0.16,51815810,1486,4,1.81
대한민국,일간,2021/02/08,81487,302,0.16,51815810,1482,8,1.82
대한민국,일간,2021/02/07,81185,289,0.16,51815810,1474,3,1.82
대한민국,일간,2021/02/06,80896,372,0.16,51815810,1471,7,1.82
대한민국,일간,2021/02/05,80524,393,0.16,51815810,1464,5,1.82
대한민국,일간,2021/02/04,80131,369,0.15,51815810,1459,11,1.82
대한민국,일간,2021/02/03,79762,451,0.15,51815810,1448,7,1.82
대한민국,일간,2021/02/02,79311,467,0.15,51815810,1441,6,1.82
대한민국,일간,2021/02/01,78844,336,0.15,51815810,1435,10,1.82
대한민국,일간,2021/01/31,78508,303,0.15,51815810,1425,5,1.82
대한민국,일간,2021/01/30,78205,355,0.15,51815810,1420,6,1.82
대한민국,일간,2021/01/29,77850,455,0.15,51815810,1414,15,1.82
대한민국,일간,2021/01/28,77395,469,0.15,51815810,1399,13,1.81
대한민국,일간,2021/01/27,76926,497,0.15,51815810,1386,8,1.80
대한민국,일간,2021/01/26,76429,554,0.15,51815810,1378,7,1.80
대한민국,일간,2021/01/25,75875,354,0.15,51815810,1371,11,1.81
대한민국,일간,2021/01/24,75521,437,0.15,51815810,1360,11,1.80
대한민국,일간,2021/01/23,75084,392,0.14,51815810,1349,12,1.80
대한민국,일간,2021/01/22,74692,430,0.14,51815810,1337,9,1.79
대한민국,일간,2021/01/21,74262,344,0.14,51815810,1328,12,1.79
대한민국,일간,2021/01/20,73918,400,0.14,51815810,1316,16,1.78
대한민국,일간,2021/01/19,73518,403,0.14,51815810,1300,17,1.77
대한민국,일간,2021/01/18,73115,386,0.14,51815810,1283,19,1.75
대한민국,일간,2021/01/17,72729,389,0.14,51815810,1264,15,1.74
대한민국,일간,2021/01/16,72340,520,0.14,51815810,1249,13,1.73
대한민국,일간,2021/01/15,71820,579,0.14,51815810,1236,19,1.72
대한민국,일간,2021/01/14,71241,513,0.14,51815810,1217,22,1.71
대한민국,일간,2021/01/13,70728,516,0.14,51815810,1195,10,1.69
대한민국,일간,2021/01/12,70212,561,0.14,51815810,1185,20,1.69
대한민국,일간,2021/01/11,69651,537,0.13,51815810,1165,25,1.67
대한민국,일간,2021/01/10,69114,450,0.13,51815810,1140,15,1.65
대한민국,일간,2021/01/09,68664,665,0.13,51815810,1125,25,1.64
대한민국,일간,2021/01/08,67999,641,0.13,51815810,1100,19,1.62
대한민국,일간,2021/01/07,67358,672,0.13,51815810,1081,35,1.60
대한민국,일간,2021/01/06,66686,868,0.13,51815810,1046,19,1.57
대한민국,일간,2021/01/05,65818,839,0.13,51815810,1027,20,1.56
대한민국,일간,2021/01/04,64979,715,0.13,51815810,1007,26,1.55
대한민국,일간,2021/01/03,64264,1020,0.12,51815810,981,19,1.53
대한민국,일간,2021/01/02,63244,651,0.12,51815810,962,20,1.52
대한민국,일간,2021/01/01,62593,824,0.12,51815810,942,25,1.50
